policy_num,base_policy,day_claimed,week_claimed,month_claimed,deductible,days_policy_claim,past_num_claims,address_change_claim,agent_type,rep_num,is_fraud,age,sex,age_group,num_cars,vehicle_age,vehicle_category,vehicle_price,make,accident_area,fault,witness_present,police_report_filed
3696,all perils,friday,1,feb,400,15 to 30,2 to 4,no change,external,16,0,32,female,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3697,all perils,monday,3,mar,400,more than 30,none,4 to 8 years,external,14,0,48,male,41 to 50,2 vehicles,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
3698,liability,monday,4,mar,400,more than 30,2 to 4,no change,external,4,0,29,male,31 to 35,1 vehicle,6 years,sport,more than 69000,chevrolet,rural,policy holder,no,no
3699,liability,wednesday,2,feb,400,more than 30,2 to 4,no change,external,8,0,28,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
3700,all perils,wednesday,1,mar,400,more than 30,none,no change,external,4,0,35,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3701,liability,wednesday,1,feb,400,more than 30,more than 4,no change,external,7,0,43,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
3702,all perils,wednesday,2,feb,400,more than 30,none,no change,external,15,0,47,male,41 to 50,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
3703,collision,tuesday,2,mar,400,more than 30,none,no change,external,7,0,38,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3704,all perils,monday,4,jan,400,more than 30,2 to 4,no change,external,10,0,26,female,31 to 35,1 vehicle,7 years,sedan,less than 20000,honda,urban,third party,no,no
3705,liability,wednesday,4,jan,400,more than 30,2 to 4,no change,external,1,0,35,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,honda,urban,policy holder,no,no
3706,collision,friday,4,jan,400,more than 30,none,no change,external,12,0,39,male,36 to 40,1 vehicle,7 years,sedan,40000 to 59000,ford,urban,policy holder,no,no
3707,all perils,tuesday,1,feb,400,more than 30,none,no change,external,10,0,34,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,rural,third party,no,no
3708,collision,wednesday,3,may,400,more than 30,1,no change,external,10,0,51,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,third party,no,no
3709,collision,tuesday,4,feb,400,more than 30,2 to 4,no change,external,15,0,43,male,36 to 40,1 vehicle,7 years,sedan,more than 69000,pontiac,urban,policy holder,no,no
3710,collision,monday,2,jan,400,more than 30,2 to 4,no change,external,8,0,27,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3711,all perils,wednesday,3,feb,400,more than 30,1,no change,external,13,0,30,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
3712,all perils,tuesday,3,mar,400,more than 30,1,no change,external,12,0,26,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,ford,urban,policy holder,no,no
3713,collision,wednesday,3,jan,400,more than 30,2 to 4,no change,external,1,0,38,male,36 to 40,1 vehicle,7 years,sedan,more than 69000,mercury,urban,policy holder,no,no
3714,collision,tuesday,3,feb,400,more than 30,1,no change,external,4,0,38,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
3715,all perils,tuesday,3,feb,400,more than 30,2 to 4,no change,external,10,0,32,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,toyota,rural,third party,no,no
3716,collision,friday,5,mar,400,more than 30,1,no change,external,2,0,43,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
3717,all perils,tuesday,4,mar,400,more than 30,1,no change,external,9,0,54,female,41 to 50,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3718,liability,monday,3,mar,400,more than 30,more than 4,4 to 8 years,external,10,0,46,male,41 to 50,2 vehicles,> 7 years,sport,20000 to 29000,honda,urban,policy holder,no,no
3719,liability,friday,2,mar,400,more than 30,2 to 4,no change,external,10,0,35,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
3720,all perils,thursday,2,mar,400,more than 30,none,no change,external,7,0,46,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
3721,collision,wednesday,4,jul,400,more than 30,none,no change,external,2,0,28,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3722,liability,tuesday,4,feb,400,more than 30,1,no change,external,3,0,42,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
3723,all perils,monday,2,mar,400,more than 30,2 to 4,no change,external,12,0,26,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,saturn,urban,policy holder,no,no
3724,liability,tuesday,3,may,500,more than 30,more than 4,2 to 3 years,external,9,0,40,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,toyota,urban,policy holder,no,no
3725,all perils,tuesday,4,may,400,more than 30,none,no change,external,14,1,30,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
3726,all perils,tuesday,3,may,400,more than 30,1,no change,external,8,1,66,male,over 65,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
3727,liability,friday,1,nov,400,more than 30,more than 4,no change,external,6,0,39,female,36 to 40,1 vehicle,7 years,sport,30000 to 39000,honda,urban,policy holder,no,no
3728,liability,wednesday,3,may,400,more than 30,2 to 4,no change,internal,5,0,35,male,31 to 35,1 vehicle,4 years,sport,20000 to 29000,toyota,rural,policy holder,no,no
3729,all perils,tuesday,3,aug,400,more than 30,none,no change,external,1,0,42,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3730,collision,tuesday,1,apr,400,more than 30,1,no change,external,12,0,27,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,urban,third party,no,no
3731,all perils,wednesday,2,apr,400,more than 30,none,no change,external,3,0,59,male,51 to 65,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
3732,all perils,tuesday,4,apr,400,more than 30,none,1 year,external,7,0,26,male,31 to 35,3 to 4,7 years,sedan,less than 20000,ford,urban,policy holder,no,no
3733,all perils,monday,3,apr,400,more than 30,1,no change,external,7,0,55,male,41 to 50,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,third party,no,no
3734,all perils,wednesday,3,apr,400,more than 30,none,no change,external,3,0,31,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,rural,third party,no,no
3735,collision,tuesday,2,apr,400,more than 30,none,no change,external,3,0,38,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
3736,liability,monday,5,may,400,more than 30,2 to 4,no change,external,4,0,29,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
3737,all perils,friday,3,may,400,more than 30,none,no change,external,4,0,63,female,51 to 65,1 vehicle,5 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
3738,liability,friday,1,jul,400,more than 30,2 to 4,no change,external,15,0,33,male,31 to 35,1 vehicle,<= 1 year,sport,more than 69000,honda,rural,policy holder,no,no
3739,liability,thursday,2,sep,400,more than 30,more than 4,4 to 8 years,external,9,0,26,male,31 to 35,2 vehicles,6 years,sport,20000 to 29000,mazda,rural,policy holder,no,no
3740,all perils,wednesday,4,aug,400,more than 30,1,no change,external,2,0,80,male,over 65,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3741,collision,wednesday,3,may,400,more than 30,2 to 4,no change,external,10,1,40,male,36 to 40,1 vehicle,> 7 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
3742,all perils,tuesday,4,sep,400,more than 30,2 to 4,no change,external,2,0,51,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,mazda,urban,third party,no,no
3743,collision,tuesday,4,sep,400,more than 30,1,no change,external,7,0,49,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3744,liability,monday,4,nov,400,more than 30,2 to 4,no change,external,8,0,36,female,36 to 40,1 vehicle,7 years,sport,more than 69000,chevrolet,urban,policy holder,no,no
3745,liability,thursday,2,nov,400,more than 30,2 to 4,no change,external,4,0,24,male,26 to 30,1 vehicle,4 years,sport,30000 to 39000,toyota,urban,policy holder,no,no
3746,collision,tuesday,4,dec,400,more than 30,1,no change,external,12,0,25,female,26 to 30,1 vehicle,5 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3747,all perils,wednesday,3,may,400,more than 30,none,no change,external,16,0,50,male,41 to 50,1 vehicle,7 years,sedan,more than 69000,chevrolet,urban,third party,no,no
3748,collision,thursday,3,may,400,more than 30,2 to 4,no change,external,3,0,26,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
3749,all perils,wednesday,1,jul,400,more than 30,more than 4,no change,external,13,0,48,male,41 to 50,1 vehicle,> 7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
3750,liability,thursday,1,jul,400,more than 30,1,no change,internal,13,0,53,male,41 to 50,1 vehicle,> 7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
3751,all perils,friday,1,jul,400,more than 30,2 to 4,no change,external,10,0,40,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
3752,liability,tuesday,2,jul,400,more than 30,2 to 4,no change,external,9,0,31,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
3753,collision,thursday,5,aug,400,more than 30,none,no change,external,4,0,32,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3754,all perils,thursday,2,nov,400,more than 30,2 to 4,no change,external,4,0,41,male,36 to 40,1 vehicle,7 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
3755,liability,monday,2,nov,400,more than 30,more than 4,no change,external,8,0,36,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
3756,collision,monday,2,nov,400,more than 30,1,no change,external,10,0,55,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,chevrolet,urban,third party,no,no
3757,collision,thursday,1,nov,400,more than 30,none,no change,external,10,0,65,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,yes
3758,collision,monday,4,feb,400,more than 30,2 to 4,no change,external,1,0,34,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
3759,collision,thursday,1,mar,400,more than 30,2 to 4,no change,external,15,0,18,female,21 to 25,1 vehicle,3 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3760,collision,wednesday,2,apr,400,more than 30,2 to 4,4 to 8 years,external,1,0,63,male,51 to 65,2 vehicles,> 7 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
3761,liability,monday,4,may,400,more than 30,2 to 4,no change,external,14,0,44,male,36 to 40,1 vehicle,6 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
3762,collision,wednesday,1,may,400,more than 30,2 to 4,no change,external,6,0,64,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
3763,liability,wednesday,3,may,400,more than 30,more than 4,no change,external,16,0,35,male,31 to 35,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
3764,collision,monday,3,may,400,more than 30,2 to 4,no change,external,5,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,rural,third party,no,no
3765,liability,monday,2,sep,400,more than 30,2 to 4,no change,external,7,0,33,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
3766,collision,monday,1,sep,400,more than 30,none,no change,external,14,0,40,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
3767,all perils,thursday,1,nov,400,more than 30,none,no change,external,7,0,51,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,acura,rural,policy holder,no,no
3768,collision,thursday,5,sep,400,more than 30,none,no change,external,1,0,47,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
3769,all perils,thursday,2,oct,400,more than 30,2 to 4,no change,external,10,0,52,male,41 to 50,1 vehicle,7 years,sedan,less than 20000,honda,urban,third party,no,yes
3770,liability,friday,2,nov,400,more than 30,1,no change,external,15,0,45,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
3771,liability,wednesday,1,apr,400,more than 30,more than 4,no change,external,15,0,28,female,31 to 35,1 vehicle,7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
3772,collision,monday,1,apr,400,more than 30,2 to 4,no change,external,16,0,35,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,yes
3773,collision,tuesday,5,jun,400,more than 30,2 to 4,no change,external,10,1,42,male,36 to 40,3 to 4,> 7 years,sedan,40000 to 59000,honda,urban,policy holder,no,no
3774,all perils,friday,5,apr,400,more than 30,1,no change,external,14,0,42,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,chevrolet,urban,policy holder,no,no
3775,all perils,monday,3,apr,500,more than 30,none,2 to 3 years,external,9,0,27,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3776,all perils,monday,4,jul,400,more than 30,none,no change,external,8,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,third party,no,no
3777,all perils,friday,4,jul,400,more than 30,none,no change,external,15,0,30,female,31 to 35,1 vehicle,4 years,sedan,20000 to 29000,honda,urban,third party,no,no
3778,collision,friday,3,may,400,more than 30,1,no change,external,14,1,55,male,41 to 50,1 vehicle,> 7 years,sedan,more than 69000,toyota,urban,policy holder,no,no
3779,collision,thursday,1,oct,400,more than 30,2 to 4,no change,internal,10,0,50,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,rural,policy holder,no,no
3780,all perils,monday,4,nov,400,more than 30,2 to 4,no change,external,12,0,32,male,31 to 35,1 vehicle,6 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
3781,collision,tuesday,5,oct,400,more than 30,1,4 to 8 years,external,8,0,21,male,26 to 30,2 vehicles,5 years,sedan,30000 to 39000,pontiac,urban,third party,no,yes
3782,collision,thursday,4,may,400,more than 30,2 to 4,no change,external,3,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
3783,collision,thursday,3,aug,700,more than 30,1,no change,external,3,0,61,male,51 to 65,1 vehicle,> 7 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
3784,collision,tuesday,3,aug,400,more than 30,none,no change,external,2,0,31,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
3785,liability,wednesday,3,sep,400,more than 30,more than 4,no change,external,3,0,29,male,31 to 35,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
3786,all perils,tuesday,1,oct,400,more than 30,1,no change,external,4,1,67,male,over 65,1 vehicle,> 7 years,sedan,30000 to 39000,mazda,rural,policy holder,no,no
3787,liability,wednesday,4,dec,400,more than 30,more than 4,no change,external,1,0,35,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
3788,all perils,monday,2,may,400,more than 30,2 to 4,no change,external,3,0,56,male,51 to 65,1 vehicle,> 7 years,sedan,more than 69000,toyota,urban,policy holder,no,no
3789,collision,thursday,2,may,400,more than 30,1,no change,external,8,0,50,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3790,collision,friday,2,jun,400,more than 30,none,no change,external,16,0,27,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
3791,liability,thursday,1,jun,400,more than 30,2 to 4,no change,external,5,0,32,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,chevrolet,rural,policy holder,no,no
3792,liability,friday,4,may,400,more than 30,2 to 4,no change,external,4,0,39,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,pontiac,rural,policy holder,no,no
3793,collision,thursday,4,oct,400,more than 30,none,no change,external,16,0,31,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
3794,collision,monday,4,oct,400,more than 30,1,no change,external,16,0,29,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
3795,collision,thursday,2,nov,400,more than 30,1,no change,external,9,0,49,female,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,chevrolet,urban,third party,no,yes
3796,all perils,friday,2,nov,400,more than 30,2 to 4,no change,external,11,0,45,male,36 to 40,1 vehicle,> 7 years,utility,more than 69000,ford,urban,third party,no,no
3797,liability,thursday,4,aug,400,more than 30,none,no change,external,14,0,34,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
3798,collision,friday,2,jul,400,more than 30,1,no change,external,10,0,58,male,51 to 65,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
3799,collision,tuesday,1,jul,400,more than 30,more than 4,no change,external,16,0,37,female,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
3800,collision,tuesday,1,jul,400,more than 30,1,no change,external,4,0,58,male,51 to 65,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
3801,collision,friday,3,may,400,more than 30,2 to 4,no change,external,1,1,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
